provider,region,state,family,architecture,processor,vCPU,ram(GB),price($/h),N-price($/h),daily_price,N-daily_price,weekly_price,N-weekly_price,monthly_price,N-monthly_price
aws,ap-southeast-6,Nuova Zelanda,c7g,ARM,AWS Graviton3,32,64,1.5853,1.26824,38.0472,30.4378,266.33,213.064,1157.27,925.82
aws,ap-southeast-6,Nuova Zelanda,c7g,ARM,AWS Graviton3,48,96,2.3779,1.90232,57.0696,45.6557,399.487,319.59,1735.87,1388.7
aws,ap-southeast-6,Nuova Zelanda,c7g,ARM,AWS Graviton3,64,128,3.1706,2.53648,76.0944,60.8755,532.661,426.129,2314.54,1851.63
aws,ap-southeast-6,Nuova Zelanda,c7i,x86(Intel),Intel Xeon Platinum 8488C,2,4,0.12238,0.13986,2.9371,3.3567,20.56,23.497,89.34,102.1
aws,ap-southeast-6,Nuova Zelanda,c7i,x86(Intel),Intel Xeon Platinum 8488C,4,8,0.24476,0.27973,5.8742,6.7134,41.12,46.994,178.67,204.19
aws,ap-southeast-6,Nuova Zelanda,c7i,x86(Intel),Intel Xeon Platinum 8488C,8,16,0.48952,0.55945,11.7485,13.4269,82.239,93.987,357.35,408.4
aws,ap-southeast-6,Nuova Zelanda,c7i,x86(Intel),Intel Xeon Platinum 8488C,16,32,0.97904,1.1189,23.497,26.8537,164.479,187.976,714.7,816.8
aws,ap-southeast-6,Nuova Zelanda,c7i,x86(Intel),Intel Xeon Platinum 8488C,32,64,1.95808,2.23781,46.9939,53.7073,328.957,375.951,1429.4,1633.6
aws,ap-southeast-6,Nuova Zelanda,c7i,x86(Intel),Intel Xeon Platinum 8488C,48,96,2.93712,3.35671,70.4909,80.561,493.436,563.927,2144.1,2450.4
aws,ap-southeast-6,Nuova Zelanda,c7i,x86(Intel),Intel Xeon Platinum 8488C,64,128,3.91616,4.47561,93.9878,107.4146,657.915,751.903,2858.8,3267.2
aws,ap-southeast-6,Nuova Zelanda,c7i,x86(Intel),Intel Xeon Platinum 8488C,96,192,5.87424,6.71342,140.9818,161.1221,986.872,1127.854,4288.2,4900.8
aws,ap-southeast-6,Nuova Zelanda,c7i,x86(Intel),Intel Xeon Platinum 8488C,192,384,11.74848,13.42683,281.9635,322.244,1973.745,2255.709,8576.39,9801.59
aws,ap-southeast-6,Nuova Zelanda,c8i,x86(Intel),Intel Xeon 6 6975P-C,2,4,0.1285,0.11422,3.084,2.7413,21.588,19.189,93.8,83.38
aws,ap-southeast-6,Nuova Zelanda,c8i,x86(Intel),Intel Xeon 6 6975P-C,4,8,0.257,0.22844,6.168,5.4827,43.176,38.379,187.61,166.76
aws,ap-southeast-6,Nuova Zelanda,c8i,x86(Intel),Intel Xeon 6 6975P-C,8,16,0.514,0.45689,12.336,10.9653,86.352,76.757,375.22,333.53
aws,ap-southeast-6,Nuova Zelanda,c8i,x86(Intel),Intel Xeon 6 6975P-C,16,32,1.028,0.91378,24.672,21.9307,172.704,153.515,750.44,667.06
aws,ap-southeast-6,Nuova Zelanda,c8i,x86(Intel),Intel Xeon 6 6975P-C,32,64,2.056,1.82756,49.344,43.8613,345.408,307.029,1500.88,1334.12
aws,ap-southeast-6,Nuova Zelanda,c8i,x86(Intel),Intel Xeon 6 6975P-C,48,96,3.084,2.74133,74.016,65.792,518.112,460.544,2251.32,2001.17
aws,ap-southeast-6,Nuova Zelanda,c8i,x86(Intel),Intel Xeon 6 6975P-C,64,128,4.112,3.65511,98.688,87.7227,690.816,614.059,3001.76,2668.23
aws,ap-southeast-6,Nuova Zelanda,c8i,x86(Intel),Intel Xeon 6 6975P-C,96,192,6.168,5.48267,148.032,131.584,1036.224,921.088,4502.64,4002.35
aws,ap-southeast-6,Nuova Zelanda,c8i,x86(Intel),Intel Xeon 6 6975P-C,128,256,8.224,7.31022,197.376,175.4453,1381.632,1228.117,6003.52,5336.46
aws,ap-southeast-6,Nuova Zelanda,c8i,x86(Intel),Intel Xeon 6 6975P-C,192,384,12.336,10.96533,296.064,263.168,2072.448,1842.176,9005.28,8004.69
aws,ap-southeast-6,Nuova Zelanda,c8i,x86(Intel),Intel Xeon 6 6975P-C,384,768,24.672,21.93067,592.128,526.336,4144.896,3684.352,18010.56,16009.39
aws,ap-southeast-6,Nuova Zelanda,m6g,ARM,AWS Graviton2,1,4,0.0504,0.0504,1.2096,1.2096,8.467,8.467,36.79,36.79
aws,ap-southeast-6,Nuova Zelanda,m6g,ARM,AWS Graviton2,2,8,0.1008,0.1008,2.4192,2.4192,16.934,16.934,73.58,73.58
aws,ap-southeast-6,Nuova Zelanda,m6g,ARM,AWS Graviton2,4,16,0.2016,0.2016,4.8384,4.8384,33.869,33.869,147.17,147.17
aws,ap-southeast-6,Nuova Zelanda,m6g,ARM,AWS Graviton2,8,32,0.4032,0.4032,9.6768,9.6768,67.738,67.738,294.34,294.34
aws,ap-southeast-6,Nuova Zelanda,m6g,ARM,AWS Graviton2,16,64,0.8064,0.8064,19.3536,19.3536,135.475,135.475,588.67,588.67
aws,ap-southeast-6,Nuova Zelanda,m6g,ARM,AWS Graviton2,32,128,1.6128,1.6128,38.7072,38.7072,270.95,270.95,1177.34,1177.34
aws,ap-southeast-6,Nuova Zelanda,m6g,ARM,AWS Graviton2,48,192,2.4192,2.4192,58.0608,58.0608,406.426,406.426,1766.02,1766.02
aws,ap-southeast-6,Nuova Zelanda,m6g,ARM,AWS Graviton2,64,256,3.2256,3.2256,77.4144,77.4144,541.901,541.901,2354.69,2354.69
aws,ap-southeast-6,Nuova Zelanda,m6i,x86(Intel),Intel Xeon Platinum 8375C,2,8,0.126,0.1753,3.024,4.2073,21.168,29.451,91.98,127.97
aws,ap-southeast-6,Nuova Zelanda,m6i,x86(Intel),Intel Xeon Platinum 8375C,4,16,0.252,0.35061,6.048,8.4146,42.336,58.902,183.96,255.94
aws,ap-southeast-6,Nuova Zelanda,m6i,x86(Intel),Intel Xeon Platinum 8375C,8,32,0.504,0.70122,12.096,16.8292,84.672,117.805,367.92,511.89
aws,ap-southeast-6,Nuova Zelanda,m6i,x86(Intel),Intel Xeon Platinum 8375C,16,64,1.008,1.40243,24.192,33.6584,169.344,235.609,735.84,1023.78
aws,ap-southeast-6,Nuova Zelanda,m6i,x86(Intel),Intel Xeon Platinum 8375C,32,128,2.016,2.80487,48.384,67.3169,338.688,471.218,1471.68,2047.55
aws,ap-southeast-6,Nuova Zelanda,m6i,x86(Intel),Intel Xeon Platinum 8375C,48,192,3.024,4.2073,72.576,100.9753,508.032,706.827,2207.52,3071.33
aws,ap-southeast-6,Nuova Zelanda,m6i,x86(Intel),Intel Xeon Platinum 8375C,64,256,4.032,5.60974,96.768,134.6337,677.376,942.436,2943.36,4095.11
aws,ap-southeast-6,Nuova Zelanda,m7g,ARM,AWS Graviton3,1,4,0.0536,0.04288,1.2864,1.0291,9.005,7.204,39.13,31.3
aws,ap-southeast-6,Nuova Zelanda,m7g,ARM,AWS Graviton3,2,8,0.1071,0.08568,2.5704,2.0563,17.993,14.394,78.18,62.54
aws,ap-southeast-6,Nuova Zelanda,m7g,ARM,AWS Graviton3,4,16,0.2142,0.17136,5.1408,4.1126,35.986,28.789,156.37,125.1
aws,ap-southeast-6,Nuova Zelanda,m7g,ARM,AWS Graviton3,8,32,0.4284,0.34272,10.2816,8.2253,71.971,57.577,312.73,250.18
aws,ap-southeast-6,Nuova Zelanda,m7g,ARM,AWS Graviton3,16,64,0.8568,0.68544,20.5632,16.4506,143.942,115.154,625.46,500.37
aws,ap-southeast-6,Nuova Zelanda,m7g,ARM,AWS Graviton3,32,128,1.7136,1.37088,41.1264,32.9011,287.885,230.308,1250.93,1000.74
aws,ap-southeast-6,Nuova Zelanda,m7g,ARM,AWS Graviton3,48,192,2.5704,2.05632,61.6896,49.3517,431.827,345.462,1876.39,1501.11
aws,ap-southeast-6,Nuova Zelanda,m7g,ARM,AWS Graviton3,64,256,3.4272,2.74176,82.2528,65.8022,575.77,460.616,2501.86,2001.49
aws,ap-southeast-6,Nuova Zelanda,m7i,x86(Intel),Intel Xeon Platinum 8488C,2,8,0.1323,0.1512,3.1752,3.6288,22.226,25.401,96.58,110.38
aws,ap-southeast-6,Nuova Zelanda,m7i,x86(Intel),Intel Xeon Platinum 8488C,4,16,0.2646,0.3024,6.3504,7.2576,44.453,50.803,193.16,220.75
aws,ap-southeast-6,Nuova Zelanda,m7i,x86(Intel),Intel Xeon Platinum 8488C,8,32,0.5292,0.6048,12.7008,14.5152,88.906,101.607,386.32,441.51
aws,ap-southeast-6,Nuova Zelanda,m7i,x86(Intel),Intel Xeon Platinum 8488C,16,64,1.0584,1.2096,25.4016,29.0304,177.811,203.213,772.63,883.01
aws,ap-southeast-6,Nuova Zelanda,m7i,x86(Intel),Intel Xeon Platinum 8488C,32,128,2.1168,2.4192,50.8032,58.0608,355.622,406.425,1545.26,1766.01
aws,ap-southeast-6,Nuova Zelanda,m7i,x86(Intel),Intel Xeon Platinum 8488C,48,192,3.1752,3.6288,76.2048,87.0912,533.434,609.639,2317.9,2649.03
aws,ap-southeast-6,Nuova Zelanda,m7i,x86(Intel),Intel Xeon Platinum 8488C,64,256,4.2336,4.8384,101.6064,116.1216,711.245,812.851,3090.53,3532.03
aws,ap-southeast-6,Nuova Zelanda,m7i,x86(Intel),Intel Xeon Platinum 8488C,96,384,6.3504,7.2576,152.4096,174.1824,1066.867,1219.277,4635.79,5298.05
aws,ap-southeast-6,Nuova Zelanda,m7i,x86(Intel),Intel Xeon Platinum 8488C,192,768,12.7008,14.5152,304.8192,348.3648,2133.734,2438.553,9271.58,10596.09
aws,ap-southeast-6,Nuova Zelanda,m8i,x86(Intel),Intel Xeon 6 6975P-C,2,8,0.13892,0.12348,3.3341,2.9636,23.339,20.746,101.41,90.14
aws,ap-southeast-6,Nuova Zelanda,m8i,x86(Intel),Intel Xeon 6 6975P-C,4,16,0.27784,0.24697,6.6682,5.9273,46.677,41.491,202.82,180.28
aws,ap-southeast-6,Nuova Zelanda,m8i,x86(Intel),Intel Xeon 6 6975P-C,8,32,0.55568,0.49394,13.3363,11.8545,93.354,82.981,405.65,360.58
aws,ap-southeast-6,Nuova Zelanda,m8i,x86(Intel),Intel Xeon 6 6975P-C,16,64,1.11136,0.98788,26.6726,23.709,186.708,165.963,811.29,721.15
aws,ap-southeast-6,Nuova Zelanda,m8i,x86(Intel),Intel Xeon 6 6975P-C,32,128,2.22272,1.97575,53.3453,47.418,373.417,331.926,1622.59,1442.3
aws,ap-southeast-6,Nuova Zelanda,m8i,x86(Intel),Intel Xeon 6 6975P-C,48,192,3.33408,2.96363,80.0179,71.127,560.125,497.889,2433.88,2163.45
aws,ap-southeast-6,Nuova Zelanda,m8i,x86(Intel),Intel Xeon 6 6975P-C,64,256,4.44544,3.9515,106.6906,94.8361,746.834,663.852,3245.17,2884.6
aws,ap-southeast-6,Nuova Zelanda,m8i,x86(Intel),Intel Xeon 6 6975P-C,96,384,6.66816,5.92725,160.0358,142.254,1120.251,995.779,4867.76,4326.9
aws,ap-southeast-6,Nuova Zelanda,m8i,x86(Intel),Intel Xeon 6 6975P-C,128,512,8.89088,7.903,213.3811,189.6721,1493.668,1327.705,6490.34,5769.19
aws,ap-southeast-6,Nuova Zelanda,m8i,x86(Intel),Intel Xeon 6 6975P-C,192,768,13.33632,11.85451,320.0717,284.5082,2240.502,1991.557,9735.51,8653.79
aws,ap-southeast-6,Nuova Zelanda,m8i,x86(Intel),Intel Xeon 6 6975P-C,384,1536,26.67264,23.70901,640.1434,569.0164,4481.004,3983.115,19471.03,17307.58
aws,ap-southeast-6,Nuova Zelanda,r6g,ARM,AWS Graviton2,1,8,0.0634,0.0634,1.5216,1.5216,10.651,10.651,46.28,46.28
aws,ap-southeast-6,Nuova Zelanda,r6g,ARM,AWS Graviton2,2,16,0.1268,0.1268,3.0432,3.0432,21.302,21.302,92.56,92.56
aws,ap-southeast-6,Nuova Zelanda,r6g,ARM,AWS Graviton2,4,32,0.2537,0.2537,6.0888,6.0888,42.622,42.622,185.2,185.2
aws,ap-southeast-6,Nuova Zelanda,r6g,ARM,AWS Graviton2,8,64,0.5074,0.5074,12.1776,12.1776,85.243,85.243,370.4,370.4
aws,ap-southeast-6,Nuova Zelanda,r6g,ARM,AWS Graviton2,16,128,1.0147,1.0147,24.3528,24.3528,170.47,170.47,740.73,740.73
aws,ap-southeast-6,Nuova Zelanda,r6g,ARM,AWS Graviton2,32,256,2.0294,2.0294,48.7056,48.7056,340.939,340.939,1481.46,1481.46
aws,ap-southeast-6,Nuova Zelanda,r6g,ARM,AWS Graviton2,48,384,3.0442,3.0442,73.0608,73.0608,511.426,511.426,2222.27,2222.27
aws,ap-southeast-6,Nuova Zelanda,r6g,ARM,AWS Graviton2,64,512,4.0589,4.0589,97.4136,97.4136,681.895,681.895,2963.0,2963.0
aws,ap-southeast-6,Nuova Zelanda,r6i,x86(Intel),Intel Xeon Platinum 8375C,2,16,0.15855,0.22059,3.8052,5.2942,26.636,37.059,115.74,161.03
aws,ap-southeast-6,Nuova Zelanda,r6i,x86(Intel),Intel Xeon Platinum 8375C,4,32,0.3171,0.44118,7.6104,10.5884,53.273,74.119,231.48,322.06
aws,ap-southeast-6,Nuova Zelanda,r6i,x86(Intel),Intel Xeon Platinum 8375C,8,64,0.6342,0.88237,15.2208,21.1768,106.546,148.238,462.97,644.13
aws,ap-southeast-6,Nuova Zelanda,r6i,x86(Intel),Intel Xeon Platinum 8375C,16,128,1.2684,1.76473,30.4416,42.3535,213.091,296.474,925.93,1288.25
aws,ap-southeast-6,Nuova Zelanda,r6i,x86(Intel),Intel Xeon Platinum 8375C,32,256,2.5368,3.52946,60.8832,84.7071,426.182,592.949,1851.86,2576.5
aws,ap-southeast-6,Nuova Zelanda,r6i,x86(Intel),Intel Xeon Platinum 8375C,48,384,3.8052,5.29419,91.3248,127.0606,639.274,889.425,2777.8,3864.77
aws,ap-southeast-6,Nuova Zelanda,r6i,x86(Intel),Intel Xeon Platinum 8375C,64,512,5.0736,7.05892,121.7664,169.4141,852.365,1185.899,3703.73,5153.02
aws,ap-southeast-6,Nuova Zelanda,r7g,ARM,AWS Graviton3,1,8,0.0674,0.05392,1.6176,1.2941,11.323,9.058,49.2,39.36
aws,ap-southeast-6,Nuova Zelanda,r7g,ARM,AWS Graviton3,2,16,0.1348,0.10784,3.2352,2.5882,22.646,18.117,98.4,78.72
aws,ap-southeast-6,Nuova Zelanda,r7g,ARM,AWS Graviton3,4,32,0.2696,0.21568,6.4704,5.1763,45.293,36.234,196.81,157.45
aws,ap-southeast-6,Nuova Zelanda,r7g,ARM,AWS Graviton3,8,64,0.5391,0.43128,12.9384,10.3507,90.569,72.455,393.54,314.83
aws,ap-southeast-6,Nuova Zelanda,r7g,ARM,AWS Graviton3,16,128,1.0782,0.86256,25.8768,20.7014,181.138,144.91,787.09,629.67
aws,ap-southeast-6,Nuova Zelanda,r7g,ARM,AWS Graviton3,32,256,2.1565,1.7252,51.756,41.4048,362.292,289.834,1574.24,1259.39
aws,ap-southeast-6,Nuova Zelanda,r7g,ARM,AWS Graviton3,48,384,3.2347,2.58776,77.6328,62.1062,543.43,434.744,2361.33,1889.06
aws,ap-southeast-6,Nuova Zelanda,r7g,ARM,AWS Graviton3,64,512,4.313,3.4504,103.512,82.8096,724.584,579.667,3148.49,2518.79
aws,ap-southeast-6,Nuova Zelanda,r7i,x86(Intel),Intel Xeon Platinum 8488C,2,16,0.16648,0.19026,3.9955,4.5663,27.969,31.965,121.53,138.89
aws,ap-southeast-6,Nuova Zelanda,r7i,x86(Intel),Intel Xeon Platinum 8488C,4,32,0.33296,0.38053,7.991,9.1326,55.937,63.928,243.06,277.78
aws,ap-southeast-6,Nuova Zelanda,r7i,x86(Intel),Intel Xeon Platinum 8488C,8,64,0.66592,0.76105,15.9821,18.2653,111.875,127.857,486.12,555.57
aws,ap-southeast-6,Nuova Zelanda,r7i,x86(Intel),Intel Xeon Platinum 8488C,16,128,1.33184,1.5221,31.9642,36.5305,223.749,255.713,972.24,1111.13
aws,ap-southeast-6,Nuova Zelanda,r7i,x86(Intel),Intel Xeon Platinum 8488C,32,256,2.66368,3.04421,63.9283,73.0609,447.498,511.426,1944.49,2222.27
aws,ap-southeast-6,Nuova Zelanda,r7i,x86(Intel),Intel Xeon Platinum 8488C,48,384,3.99552,4.56631,95.8925,109.5914,671.247,767.139,2916.73,3333.41
aws,ap-southeast-6,Nuova Zelanda,r7i,x86(Intel),Intel Xeon Platinum 8488C,64,512,5.32736,6.08841,127.8566,146.1218,894.996,1022.853,3888.97,4444.54
aws,ap-southeast-6,Nuova Zelanda,r7i,x86(Intel),Intel Xeon Platinum 8488C,96,768,7.99104,9.13262,191.785,219.1829,1342.495,1534.28,5833.46,6666.81
aws,ap-southeast-6,Nuova Zelanda,r7i,x86(Intel),Intel Xeon Platinum 8488C,192,1536,15.98208,18.26523,383.5699,438.3656,2684.989,3068.559,11666.92,13333.62
aws,ap-southeast-6,Nuova Zelanda,r8g,ARM,AWS Graviton4,1,8,0.07413,0.04783,1.7791,1.1478,12.454,8.035,54.11,34.91
aws,ap-southeast-6,Nuova Zelanda,r8g,ARM,AWS Graviton4,2,16,0.14826,0.09565,3.5582,2.2956,24.908,16.07,108.23,69.83
aws,ap-southeast-6,Nuova Zelanda,r8g,ARM,AWS Graviton4,4,32,0.29652,0.1913,7.1165,4.5913,49.815,32.139,216.46,139.65
aws,ap-southeast-6,Nuova Zelanda,r8g,ARM,AWS Graviton4,8,64,0.59304,0.38261,14.233,9.1826,99.631,64.278,432.92,279.3
aws,ap-southeast-6,Nuova Zelanda,r8g,ARM,AWS Graviton4,16,128,1.18608,0.76521,28.4659,18.3651,199.261,128.555,865.84,558.61
aws,ap-southeast-6,Nuova Zelanda,r8g,ARM,AWS Graviton4,32,256,2.37216,1.53043,56.9318,36.7302,398.523,257.112,1731.68,1117.21
aws,ap-southeast-6,Nuova Zelanda,r8g,ARM,AWS Graviton4,48,384,3.55824,2.29564,85.3978,55.0954,597.784,385.667,2597.52,1675.82
aws,ap-southeast-6,Nuova Zelanda,r8g,ARM,AWS Graviton4,64,512,4.74432,3.06085,113.8637,73.4605,797.046,514.223,3463.35,2234.42
aws,ap-southeast-6,Nuova Zelanda,r8g,ARM,AWS Graviton4,96,768,7.11648,4.59128,170.7955,110.1906,1195.569,771.335,5195.03,3351.63
aws,ap-southeast-6,Nuova Zelanda,r8g,ARM,AWS Graviton4,192,1536,14.23296,9.18255,341.591,220.3813,2391.137,1542.669,10390.06,6703.26
aws,ap-southeast-6,Nuova Zelanda,r8i,x86(Intel),Intel Xeon 6 6985P-C,2,16,0.1748,0.15538,4.1952,3.7291,29.366,26.103,127.6,113.42
aws,ap-southeast-6,Nuova Zelanda,r8i,x86(Intel),Intel Xeon 6 6985P-C,4,32,0.3496,0.31076,8.3904,7.4581,58.733,52.207,255.21,226.85
aws,ap-southeast-6,Nuova Zelanda,r8i,x86(Intel),Intel Xeon 6 6985P-C,8,64,0.6992,0.62151,16.7808,14.9163,117.466,104.414,510.42,453.71
aws,ap-southeast-6,Nuova Zelanda,r8i,x86(Intel),Intel Xeon 6 6985P-C,16,128,1.3984,1.24302,33.5616,29.8325,234.931,208.828,1020.83,907.4
aws,ap-southeast-6,Nuova Zelanda,r8i,x86(Intel),Intel Xeon 6 6985P-C,32,256,2.7968,2.48604,67.1232,59.6651,469.862,417.655,2041.66,1814.81
aws,ap-southeast-6,Nuova Zelanda,r8i,x86(Intel),Intel Xeon 6 6985P-C,48,384,4.1952,3.72907,100.6848,89.4976,704.794,626.484,3062.5,2722.22
aws,ap-southeast-6,Nuova Zelanda,r8i,x86(Intel),Intel Xeon 6 6985P-C,64,512,5.5936,4.97209,134.2464,119.3301,939.725,835.311,4083.33,3629.63
aws,ap-southeast-6,Nuova Zelanda,r8i,x86(Intel),Intel Xeon 6 6985P-C,96,768,8.3904,7.45813,201.3696,178.9952,1409.587,1252.966,6124.99,5444.44
aws,ap-southeast-6,Nuova Zelanda,r8i,x86(Intel),Intel Xeon 6 6985P-C,128,1024,11.1872,9.94418,268.4928,238.6603,1879.45,1670.622,8166.66,7259.25
aws,ap-southeast-6,Nuova Zelanda,r8i,x86(Intel),Intel Xeon 6 6985P-C,192,1536,16.7808,14.91627,402.7392,357.9904,2819.174,2505.932,12249.98,10888.87
aws,ap-southeast-6,Nuova Zelanda,r8i,x86(Intel),Intel Xeon 6 6985P-C,384,3072,33.5616,29.83253,805.4784,715.9808,5638.349,5011.866,24499.97,21777.75
aws,ap-southeast-7,Thailandia,c6g,ARM,AWS Graviton2,1,2,0.0333,0.0333,0.7992,0.7992,5.594,5.594,24.31,24.31
aws,ap-southeast-7,Thailandia,c6g,ARM,AWS Graviton2,2,4,0.0666,0.0666,1.5984,1.5984,11.189,11.189,48.62,48.62
aws,ap-southeast-7,Thailandia,c6g,ARM,AWS Graviton2,4,8,0.1333,0.1333,3.1992,3.1992,22.394,22.394,97.31,97.31
aws,ap-southeast-7,Thailandia,c6g,ARM,AWS Graviton2,8,16,0.2666,0.2666,6.3984,6.3984,44.789,44.789,194.62,194.62
aws,ap-southeast-7,Thailandia,c6g,ARM,AWS Graviton2,16,32,0.5331,0.5331,12.7944,12.7944,89.561,89.561,389.16,389.16
aws,ap-southeast-7,Thailandia,c6g,ARM,AWS Graviton2,32,64,1.0662,1.0662,25.5888,25.5888,179.122,179.122,778.33,778.33
aws,ap-southeast-7,Thailandia,c6g,ARM,AWS Graviton2,48,96,1.5994,1.5994,38.3856,38.3856,268.699,268.699,1167.56,1167.56
aws,ap-southeast-7,Thailandia,c6g,ARM,AWS Graviton2,64,128,2.1325,2.1325,51.18,51.18,358.26,358.26,1556.72,1556.72
aws,ap-southeast-7,Thailandia,c6i,x86(Intel),Intel Xeon Platinum 8375C,2,4,0.0833,0.1159,1.9992,2.7815,13.994,19.47,60.81,84.61
aws,ap-southeast-7,Thailandia,c6i,x86(Intel),Intel Xeon Platinum 8375C,4,8,0.1666,0.23179,3.9984,5.563,27.989,38.941,121.62,169.21
aws,ap-southeast-7,Thailandia,c6i,x86(Intel),Intel Xeon Platinum 8375C,8,16,0.3332,0.46358,7.9968,11.126,55.978,77.882,243.24,338.42
aws,ap-southeast-7,Thailandia,c6i,x86(Intel),Intel Xeon Platinum 8375C,16,32,0.6664,0.92717,15.9936,22.252,111.955,155.763,486.47,676.83
aws,ap-southeast-7,Thailandia,c6i,x86(Intel),Intel Xeon Platinum 8375C,32,64,1.3328,1.85433,31.9872,44.5039,223.91,311.527,972.94,1353.66
aws,ap-southeast-7,Thailandia,c6i,x86(Intel),Intel Xeon Platinum 8375C,48,96,1.9992,2.7815,47.9808,66.7559,335.866,467.292,1459.42,2030.5
aws,ap-southeast-7,Thailandia,c6i,x86(Intel),Intel Xeon Platinum 8375C,64,128,2.6656,3.70866,63.9744,89.0079,447.821,623.055,1945.89,2707.33
aws,ap-southeast-7,Thailandia,c6i,x86(Intel),Intel Xeon Platinum 8375C,96,192,3.9984,5.56299,95.9616,133.5118,671.731,934.582,2918.83,4060.98
aws,ap-southeast-7,Thailandia,c6i,x86(Intel),Intel Xeon Platinum 8375C,128,256,5.3312,7.41732,127.9488,178.0157,895.642,1246.111,3891.78,5414.65
aws,ap-southeast-7,Thailandia,c7g,ARM,AWS Graviton3,1,2,0.0354,0.02832,0.8496,0.6797,5.947,4.758,25.84,20.67
aws,ap-southeast-7,Thailandia,c7g,ARM,AWS Graviton3,2,4,0.0708,0.05664,1.6992,1.3594,11.894,9.515,51.68,41.34
aws,ap-southeast-7,Thailandia,c7g,ARM,AWS Graviton3,4,8,0.1416,0.11328,3.3984,2.7187,23.789,19.031,103.37,82.7
aws,ap-southeast-7,Thailandia,c7g,ARM,AWS Graviton3,8,16,0.2832,0.22656,6.7968,5.4374,47.578,38.062,206.74,165.39
aws,ap-southeast-7,Thailandia,c7g,ARM,AWS Graviton3,16,32,0.5664,0.45312,13.5936,10.8749,95.155,76.124,413.47,330.78
aws,ap-southeast-7,Thailandia,c7g,ARM,AWS Graviton3,32,64,1.1328,0.90624,27.1872,21.7498,190.31,152.248,826.94,661.55
aws,ap-southeast-7,Thailandia,c7g,ARM,AWS Graviton3,48,96,1.6992,1.35936,40.7808,32.6246,285.466,228.373,1240.42,992.34
aws,ap-southeast-7,Thailandia,c7g,ARM,AWS Graviton3,64,128,2.2656,1.81248,54.3744,43.4995,380.621,304.497,1653.89,1323.11
aws,ap-southeast-7,Thailandia,c7i,x86(Intel),Intel Xeon Platinum 8488C,2,4,0.08747,0.09997,2.0993,2.3992,14.695,16.794,63.85,72.97
aws,ap-southeast-7,Thailandia,c7i,x86(Intel),Intel Xeon Platinum 8488C,4,8,0.17494,0.19993,4.1986,4.7984,29.39,33.589,127.71,145.95
aws,ap-southeast-7,Thailandia,c7i,x86(Intel),Intel Xeon Platinum 8488C,8,16,0.34988,0.39986,8.3971,9.5967,58.78,67.177,255.41,291.9
aws,ap-southeast-7,Thailandia,c7i,x86(Intel),Intel Xeon Platinum 8488C,16,32,0.69976,0.79973,16.7942,19.1934,117.56,134.354,510.82,583.79
aws,ap-southeast-7,Thailandia,c7i,x86(Intel),Intel Xeon Platinum 8488C,32,64,1.39952,1.59945,33.5885,38.3869,235.119,268.707,1021.65,1167.6
aws,ap-southeast-7,Thailandia,c7i,x86(Intel),Intel Xeon Platinum 8488C,48,96,2.09928,2.39918,50.3827,57.5802,352.679,403.062,1532.47,1751.39
aws,ap-southeast-7,Thailandia,c7i,x86(Intel),Intel Xeon Platinum 8488C,64,128,2.79904,3.1989,67.177,76.7737,470.239,537.416,2043.3,2335.2
aws,ap-southeast-7,Thailandia,c7i,x86(Intel),Intel Xeon Platinum 8488C,96,192,4.19856,4.79835,100.7654,115.1605,705.358,806.123,3064.95,3502.8
aws,ap-southeast-7,Thailandia,c7i,x86(Intel),Intel Xeon Platinum 8488C,192,384,8.39712,9.59671,201.5309,230.321,1410.716,1612.247,6129.9,7005.6
aws,ap-southeast-7,Thailandia,c8g,ARM,AWS Graviton4,1,2,0.03894,0.02512,0.9346,0.603,6.542,4.221,28.43,18.34
aws,ap-southeast-7,Thailandia,c8g,ARM,AWS Graviton4,2,4,0.07788,0.05025,1.8691,1.2059,13.084,8.441,56.85,36.68
aws,ap-southeast-7,Thailandia,c8g,ARM,AWS Graviton4,4,8,0.15576,0.10049,3.7382,2.4117,26.168,16.883,113.7,73.35
aws,ap-southeast-7,Thailandia,c8g,ARM,AWS Graviton4,8,16,0.31152,0.20098,7.4765,4.8235,52.335,33.765,227.41,146.72
aws,ap-southeast-7,Thailandia,c8g,ARM,AWS Graviton4,16,32,0.62304,0.40196,14.953,9.6471,104.671,67.53,454.82,293.43
aws,ap-southeast-7,Thailandia,c8g,ARM,AWS Graviton4,32,64,1.24608,0.80392,29.9059,19.2941,209.341,135.059,909.64,586.86
aws,ap-southeast-7,Thailandia,c8g,ARM,AWS Graviton4,48,96,1.86912,1.20588,44.8589,28.9412,314.012,202.588,1364.46,880.3
aws,ap-southeast-7,Thailandia,c8g,ARM,AWS Graviton4,64,128,2.49216,1.60785,59.8118,38.5883,418.683,270.118,1819.28,1173.73
aws,ap-southeast-7,Thailandia,c8g,ARM,AWS Graviton4,96,192,3.73824,2.41177,89.7178,57.8825,628.024,405.177,2728.92,1760.59
aws,ap-southeast-7,Thailandia,c8g,ARM,AWS Graviton4,192,384,7.47648,4.82354,179.4355,115.7648,1256.049,810.354,5457.83,3521.18
aws,ap-southeast-7,Thailandia,m6g,ARM,AWS Graviton2,1,4,0.0408,0.0408,0.9792,0.9792,6.854,6.854,29.78,29.78
aws,ap-southeast-7,Thailandia,m6g,ARM,AWS Graviton2,2,8,0.0816,0.0816,1.9584,1.9584,13.709,13.709,59.57,59.57
