provider,region,state,family,architecture,processor,vCPU,ram(GB),price($/h),N-price($/h),daily_price,N-daily_price,weekly_price,N-weekly_price,monthly_price,N-monthly_price
aws,ap-northeast-3,Giappone,r6g,ARM,AWS Graviton2,8,64,0.4864,0.4864,11.6736,11.6736,81.715,81.715,355.07,355.07
aws,ap-northeast-3,Giappone,r6g,ARM,AWS Graviton2,16,128,0.9728,0.9728,23.3472,23.3472,163.43,163.43,710.14,710.14
aws,ap-northeast-3,Giappone,r6g,ARM,AWS Graviton2,32,256,1.9456,1.9456,46.6944,46.6944,326.861,326.861,1420.29,1420.29
aws,ap-northeast-3,Giappone,r6g,ARM,AWS Graviton2,48,384,2.9184,2.9184,70.0416,70.0416,490.291,490.291,2130.43,2130.43
aws,ap-northeast-3,Giappone,r6g,ARM,AWS Graviton2,64,512,3.8912,3.8912,93.3888,93.3888,653.722,653.722,2840.58,2840.58
aws,ap-northeast-3,Giappone,r6i,x86(Intel),Intel Xeon Platinum 8375C,2,16,0.152,0.21148,3.648,5.0755,25.536,35.528,110.96,154.38
aws,ap-northeast-3,Giappone,r6i,x86(Intel),Intel Xeon Platinum 8375C,4,32,0.304,0.42296,7.296,10.151,51.072,71.057,221.92,308.76
aws,ap-northeast-3,Giappone,r6i,x86(Intel),Intel Xeon Platinum 8375C,8,64,0.608,0.84591,14.592,20.3019,102.144,142.113,443.84,617.52
aws,ap-northeast-3,Giappone,r6i,x86(Intel),Intel Xeon Platinum 8375C,16,128,1.216,1.69183,29.184,40.6038,204.288,284.227,887.68,1235.03
aws,ap-northeast-3,Giappone,r6i,x86(Intel),Intel Xeon Platinum 8375C,32,256,2.432,3.38365,58.368,81.2077,408.576,568.454,1775.36,2470.07
aws,ap-northeast-3,Giappone,r6i,x86(Intel),Intel Xeon Platinum 8375C,48,384,3.648,5.07548,87.552,121.8115,612.864,852.68,2663.04,3705.1
aws,ap-northeast-3,Giappone,r6i,x86(Intel),Intel Xeon Platinum 8375C,64,512,4.864,6.7673,116.736,162.4153,817.152,1136.907,3550.72,4940.13
aws,ap-northeast-3,Giappone,r6i,x86(Intel),Intel Xeon Platinum 8375C,96,768,7.296,10.15096,175.104,243.623,1225.728,1705.361,5326.08,7410.2
aws,ap-northeast-3,Giappone,r6i,x86(Intel),Intel Xeon Platinum 8375C,128,1024,9.728,13.53461,233.472,324.8306,1634.304,2273.814,7101.44,9880.26
aws,ap-northeast-3,Giappone,r7g,ARM,AWS Graviton3,1,8,0.0646,0.05168,1.5504,1.2403,10.853,8.682,47.16,37.73
aws,ap-northeast-3,Giappone,r7g,ARM,AWS Graviton3,2,16,0.1292,0.10336,3.1008,2.4806,21.706,17.365,94.32,75.46
aws,ap-northeast-3,Giappone,r7g,ARM,AWS Graviton3,4,32,0.2584,0.20672,6.2016,4.9613,43.411,34.729,188.63,150.9
aws,ap-northeast-3,Giappone,r7g,ARM,AWS Graviton3,8,64,0.5168,0.41344,12.4032,9.9226,86.822,69.458,377.26,301.81
aws,ap-northeast-3,Giappone,r7g,ARM,AWS Graviton3,16,128,1.0336,0.82688,24.8064,19.8451,173.645,138.916,754.53,603.62
aws,ap-northeast-3,Giappone,r7g,ARM,AWS Graviton3,32,256,2.0672,1.65376,49.6128,39.6902,347.29,277.832,1509.06,1207.25
aws,ap-northeast-3,Giappone,r7g,ARM,AWS Graviton3,48,384,3.1008,2.48064,74.4192,59.5354,520.934,416.747,2263.58,1810.86
aws,ap-northeast-3,Giappone,r7g,ARM,AWS Graviton3,64,512,4.1344,3.30752,99.2256,79.3805,694.579,555.663,3018.11,2414.49
aws,ap-northeast-3,Giappone,r7i,x86(Intel),Intel Xeon Platinum 8488C,2,16,0.1596,0.1824,3.8304,4.3776,26.813,30.643,116.51,133.15
aws,ap-northeast-3,Giappone,r7i,x86(Intel),Intel Xeon Platinum 8488C,4,32,0.3192,0.3648,7.6608,8.7552,53.626,61.287,233.02,266.31
aws,ap-northeast-3,Giappone,r7i,x86(Intel),Intel Xeon Platinum 8488C,8,64,0.6384,0.7296,15.3216,17.5104,107.251,122.573,466.03,532.61
aws,ap-northeast-3,Giappone,r7i,x86(Intel),Intel Xeon Platinum 8488C,16,128,1.2768,1.4592,30.6432,35.0208,214.502,245.145,932.06,1065.21
aws,ap-northeast-3,Giappone,r7i,x86(Intel),Intel Xeon Platinum 8488C,32,256,2.5536,2.9184,61.2864,70.0416,429.005,490.291,1864.13,2130.43
aws,ap-northeast-3,Giappone,r7i,x86(Intel),Intel Xeon Platinum 8488C,48,384,3.8304,4.3776,91.9296,105.0624,643.507,735.437,2796.19,3195.65
aws,ap-northeast-3,Giappone,r7i,x86(Intel),Intel Xeon Platinum 8488C,64,512,5.1072,5.8368,122.5728,140.0832,858.01,980.583,3728.26,4260.87
aws,ap-northeast-3,Giappone,r7i,x86(Intel),Intel Xeon Platinum 8488C,96,768,7.6608,8.7552,183.8592,210.1248,1287.014,1470.873,5592.38,6391.29
aws,ap-northeast-3,Giappone,r7i,x86(Intel),Intel Xeon Platinum 8488C,192,1536,15.3216,17.5104,367.7184,420.2496,2574.029,2941.747,11184.77,12782.59
aws,ap-northeast-3,Giappone,r8g,ARM,AWS Graviton4,1,8,0.07106,0.04585,1.7054,1.1003,11.938,7.702,51.87,33.46
aws,ap-northeast-3,Giappone,r8g,ARM,AWS Graviton4,2,16,0.14212,0.09169,3.4109,2.2006,23.876,15.404,103.75,66.94
aws,ap-northeast-3,Giappone,r8g,ARM,AWS Graviton4,4,32,0.28424,0.18338,6.8218,4.4012,47.752,30.808,207.5,133.87
aws,ap-northeast-3,Giappone,r8g,ARM,AWS Graviton4,8,64,0.56848,0.36676,13.6435,8.8023,95.505,61.616,414.99,267.74
aws,ap-northeast-3,Giappone,r8g,ARM,AWS Graviton4,16,128,1.13696,0.73352,27.287,17.6045,191.009,123.232,829.98,535.47
aws,ap-northeast-3,Giappone,r8g,ARM,AWS Graviton4,32,256,2.27392,1.46705,54.5741,35.2091,382.019,246.464,1659.96,1070.94
aws,ap-northeast-3,Giappone,r8g,ARM,AWS Graviton4,48,384,3.41088,2.20057,81.8611,52.8136,573.028,369.695,2489.94,1606.41
aws,ap-northeast-3,Giappone,r8g,ARM,AWS Graviton4,64,512,4.54784,2.93409,109.1482,70.4182,764.037,492.927,3319.92,2141.88
aws,ap-northeast-3,Giappone,r8g,ARM,AWS Graviton4,96,768,6.82176,4.40114,163.7222,105.6272,1146.056,739.391,4979.88,3212.83
aws,ap-northeast-3,Giappone,r8g,ARM,AWS Graviton4,192,1536,13.64352,8.80227,327.4445,211.2545,2292.111,1478.781,9959.77,6425.66
aws,ap-south-1,India,c6a,x86(AMD),AMD EPYC 7R13,2,4,0.04675,0.05754,1.122,1.3809,7.854,9.666,34.13,42.01
aws,ap-south-1,India,c6a,x86(AMD),AMD EPYC 7R13,4,8,0.0935,0.11508,2.244,2.7618,15.708,19.333,68.26,84.01
aws,ap-south-1,India,c6a,x86(AMD),AMD EPYC 7R13,8,16,0.187,0.23015,4.488,5.5237,31.416,38.666,136.51,168.01
aws,ap-south-1,India,c6a,x86(AMD),AMD EPYC 7R13,16,32,0.374,0.46031,8.976,11.0474,62.832,77.332,273.02,336.02
aws,ap-south-1,India,c6a,x86(AMD),AMD EPYC 7R13,32,64,0.748,0.92062,17.952,22.0948,125.664,154.663,546.04,672.05
aws,ap-south-1,India,c6a,x86(AMD),AMD EPYC 7R13,48,96,1.122,1.38092,26.928,33.1422,188.496,231.995,819.06,1008.07
aws,ap-south-1,India,c6a,x86(AMD),AMD EPYC 7R13,64,128,1.496,1.84123,35.904,44.1895,251.328,309.327,1092.08,1344.1
aws,ap-south-1,India,c6a,x86(AMD),AMD EPYC 7R13,96,192,2.244,2.76185,53.856,66.2843,376.992,463.99,1638.12,2016.15
aws,ap-south-1,India,c6a,x86(AMD),AMD EPYC 7R13,128,256,2.992,3.68246,71.808,88.3791,502.656,618.654,2184.16,2688.2
aws,ap-south-1,India,c6a,x86(AMD),AMD EPYC 7R13,192,384,4.488,5.52369,107.712,132.5686,753.984,927.98,3276.24,4032.3
aws,ap-south-1,India,c6g,ARM,AWS Graviton2,1,2,0.0213,0.0213,0.5112,0.5112,3.578,3.578,15.55,15.55
aws,ap-south-1,India,c6g,ARM,AWS Graviton2,2,4,0.0426,0.0426,1.0224,1.0224,7.157,7.157,31.1,31.1
aws,ap-south-1,India,c6g,ARM,AWS Graviton2,4,8,0.0852,0.0852,2.0448,2.0448,14.314,14.314,62.2,62.2
aws,ap-south-1,India,c6g,ARM,AWS Graviton2,8,16,0.1704,0.1704,4.0896,4.0896,28.627,28.627,124.39,124.39
aws,ap-south-1,India,c6g,ARM,AWS Graviton2,16,32,0.3408,0.3408,8.1792,8.1792,57.254,57.254,248.78,248.78
aws,ap-south-1,India,c6g,ARM,AWS Graviton2,32,64,0.6816,0.6816,16.3584,16.3584,114.509,114.509,497.57,497.57
aws,ap-south-1,India,c6g,ARM,AWS Graviton2,48,96,1.0224,1.0224,24.5376,24.5376,171.763,171.763,746.35,746.35
aws,ap-south-1,India,c6g,ARM,AWS Graviton2,64,128,1.3632,1.3632,32.7168,32.7168,229.018,229.018,995.14,995.14
aws,ap-south-1,India,c6i,x86(Intel),Intel Xeon Platinum 8375C,2,4,0.085,0.11826,2.04,2.8383,14.28,19.868,62.05,86.33
aws,ap-south-1,India,c6i,x86(Intel),Intel Xeon Platinum 8375C,4,8,0.17,0.23652,4.08,5.6765,28.56,39.736,124.1,172.66
aws,ap-south-1,India,c6i,x86(Intel),Intel Xeon Platinum 8375C,8,16,0.34,0.47304,8.16,11.353,57.12,79.471,248.2,345.32
aws,ap-south-1,India,c6i,x86(Intel),Intel Xeon Platinum 8375C,16,32,0.68,0.94609,16.32,22.7061,114.24,158.943,496.4,690.64
aws,ap-south-1,India,c6i,x86(Intel),Intel Xeon Platinum 8375C,32,64,1.36,1.89217,32.64,45.4122,228.48,317.885,992.8,1381.29
aws,ap-south-1,India,c6i,x86(Intel),Intel Xeon Platinum 8375C,48,96,2.04,2.83826,48.96,68.1183,342.72,476.828,1489.2,2071.93
aws,ap-south-1,India,c6i,x86(Intel),Intel Xeon Platinum 8375C,64,128,2.72,3.78435,65.28,90.8243,456.96,635.77,1985.6,2762.57
aws,ap-south-1,India,c6i,x86(Intel),Intel Xeon Platinum 8375C,96,192,4.08,5.67652,97.92,136.2365,685.44,953.656,2978.4,4143.86
aws,ap-south-1,India,c6i,x86(Intel),Intel Xeon Platinum 8375C,128,256,5.44,7.5687,130.56,181.6487,913.92,1271.541,3971.2,5525.15
aws,ap-south-1,India,c7g,ARM,AWS Graviton3,1,2,0.0245,0.0196,0.588,0.4704,4.116,3.293,17.89,14.31
aws,ap-south-1,India,c7g,ARM,AWS Graviton3,2,4,0.0491,0.03928,1.1784,0.9427,8.249,6.599,35.84,28.67
aws,ap-south-1,India,c7g,ARM,AWS Graviton3,4,8,0.0982,0.07856,2.3568,1.8854,16.498,13.198,71.69,57.35
aws,ap-south-1,India,c7g,ARM,AWS Graviton3,8,16,0.1963,0.15704,4.7112,3.769,32.978,26.382,143.3,114.64
aws,ap-south-1,India,c7g,ARM,AWS Graviton3,16,32,0.3926,0.31408,9.4224,7.5379,65.957,52.766,286.6,229.28
aws,ap-south-1,India,c7g,ARM,AWS Graviton3,32,64,0.7853,0.62824,18.8472,15.0778,131.93,105.544,573.27,458.62
aws,ap-south-1,India,c7g,ARM,AWS Graviton3,48,96,1.1779,0.94232,28.2696,22.6157,197.887,158.31,859.87,687.9
aws,ap-south-1,India,c7g,ARM,AWS Graviton3,64,128,1.5706,1.25648,37.6944,30.1555,263.861,211.089,1146.54,917.23
aws,ap-south-1,India,c7i,x86(Intel),Intel Xeon Platinum 8488C,2,4,0.08925,0.102,2.142,2.448,14.994,17.136,65.15,74.46
aws,ap-south-1,India,c7i,x86(Intel),Intel Xeon Platinum 8488C,4,8,0.1785,0.204,4.284,4.896,29.988,34.272,130.3,148.91
aws,ap-south-1,India,c7i,x86(Intel),Intel Xeon Platinum 8488C,8,16,0.357,0.408,8.568,9.792,59.976,68.544,260.61,297.84
aws,ap-south-1,India,c7i,x86(Intel),Intel Xeon Platinum 8488C,16,32,0.714,0.816,17.136,19.584,119.952,137.088,521.22,595.68
aws,ap-south-1,India,c7i,x86(Intel),Intel Xeon Platinum 8488C,32,64,1.428,1.632,34.272,39.168,239.904,274.176,1042.44,1191.36
aws,ap-south-1,India,c7i,x86(Intel),Intel Xeon Platinum 8488C,48,96,2.142,2.448,51.408,58.752,359.856,411.264,1563.66,1787.04
aws,ap-south-1,India,c7i,x86(Intel),Intel Xeon Platinum 8488C,64,128,2.856,3.264,68.544,78.336,479.808,548.352,2084.88,2382.72
aws,ap-south-1,India,c7i,x86(Intel),Intel Xeon Platinum 8488C,96,192,4.284,4.896,102.816,117.504,719.712,822.528,3127.32,3574.08
aws,ap-south-1,India,c7i,x86(Intel),Intel Xeon Platinum 8488C,192,384,8.568,9.792,205.632,235.008,1439.424,1645.056,6254.64,7148.16
aws,ap-south-1,India,c8g,ARM,AWS Graviton4,1,2,0.02699,0.01741,0.6478,0.4179,4.534,2.925,19.7,12.71
aws,ap-south-1,India,c8g,ARM,AWS Graviton4,2,4,0.05398,0.03483,1.2955,0.8358,9.069,5.851,39.41,25.43
aws,ap-south-1,India,c8g,ARM,AWS Graviton4,4,8,0.10796,0.06965,2.591,1.6716,18.137,11.701,78.81,50.85
aws,ap-south-1,India,c8g,ARM,AWS Graviton4,8,16,0.21592,0.1393,5.1821,3.3433,36.275,23.403,157.62,101.69
aws,ap-south-1,India,c8g,ARM,AWS Graviton4,16,32,0.43184,0.27861,10.3642,6.6866,72.549,46.806,315.24,203.38
aws,ap-south-1,India,c8g,ARM,AWS Graviton4,32,64,0.86368,0.55721,20.7283,13.3731,145.098,93.612,630.49,406.77
aws,ap-south-1,India,c8g,ARM,AWS Graviton4,48,96,1.29552,0.83582,31.0925,20.0597,217.647,140.417,945.73,610.15
aws,ap-south-1,India,c8g,ARM,AWS Graviton4,64,128,1.72736,1.11443,41.4566,26.7462,290.196,187.223,1260.97,813.53
aws,ap-south-1,India,c8g,ARM,AWS Graviton4,96,192,2.59104,1.67164,62.185,40.1194,435.295,280.835,1891.46,1220.3
aws,ap-south-1,India,c8g,ARM,AWS Graviton4,192,384,5.18208,3.34328,124.3699,80.2386,870.589,561.67,3782.92,2440.59
aws,ap-south-1,India,c8i,x86(Intel),Intel Xeon 6 6975P-C,2,4,0.09371,0.0833,2.249,1.9991,15.743,13.994,68.41,60.81
aws,ap-south-1,India,c8i,x86(Intel),Intel Xeon 6 6975P-C,4,8,0.18742,0.1666,4.4981,3.9983,31.487,27.988,136.82,121.62
aws,ap-south-1,India,c8i,x86(Intel),Intel Xeon 6 6975P-C,8,16,0.37484,0.33319,8.9962,7.9966,62.973,55.976,273.63,243.23
aws,ap-south-1,India,c8i,x86(Intel),Intel Xeon 6 6975P-C,16,32,0.74968,0.66638,17.9923,15.9932,125.946,111.952,547.27,486.46
aws,ap-south-1,India,c8i,x86(Intel),Intel Xeon 6 6975P-C,32,64,1.49936,1.33276,35.9846,31.9863,251.892,223.904,1094.53,972.92
aws,ap-south-1,India,c8i,x86(Intel),Intel Xeon 6 6975P-C,48,96,2.24904,1.99915,53.977,47.9796,377.839,335.857,1641.8,1459.38
aws,ap-south-1,India,c8i,x86(Intel),Intel Xeon 6 6975P-C,64,128,2.99872,2.66553,71.9693,63.9727,503.785,447.809,2189.07,1945.84
aws,ap-south-1,India,c8i,x86(Intel),Intel Xeon 6 6975P-C,96,192,4.49808,3.99829,107.9539,95.959,755.677,671.713,3283.6,2918.76
aws,ap-south-1,India,c8i,x86(Intel),Intel Xeon 6 6975P-C,128,256,5.99744,5.33106,143.9386,127.9454,1007.57,895.618,4378.13,3891.67
aws,ap-south-1,India,c8i,x86(Intel),Intel Xeon 6 6975P-C,192,384,8.99616,7.99659,215.9078,191.918,1511.355,1343.427,6567.2,5837.51
aws,ap-south-1,India,c8i,x86(Intel),Intel Xeon 6 6975P-C,384,768,17.99232,15.99317,431.8157,383.8362,3022.71,2686.853,13134.39,11675.01
aws,ap-south-1,India,m6a,x86(AMD),AMD EPYC 7R13,2,8,0.05555,0.06837,1.3332,1.6409,9.332,11.486,40.55,49.91
aws,ap-south-1,India,m6a,x86(AMD),AMD EPYC 7R13,4,16,0.1111,0.13674,2.6664,3.2817,18.665,22.972,81.1,99.82
aws,ap-south-1,India,m6a,x86(AMD),AMD EPYC 7R13,8,32,0.2222,0.27348,5.3328,6.5634,37.33,45.945,162.21,199.64
aws,ap-south-1,India,m6a,x86(AMD),AMD EPYC 7R13,16,64,0.4444,0.54695,10.6656,13.1269,74.659,91.888,324.41,399.27
aws,ap-south-1,India,m6a,x86(AMD),AMD EPYC 7R13,32,128,0.8888,1.09391,21.3312,26.2538,149.318,183.776,648.82,798.55
aws,ap-south-1,India,m6a,x86(AMD),AMD EPYC 7R13,48,192,1.3332,1.64086,31.9968,39.3807,223.978,275.665,973.24,1197.83
aws,ap-south-1,India,m6a,x86(AMD),AMD EPYC 7R13,64,256,1.7776,2.18782,42.6624,52.5076,298.637,367.553,1297.65,1597.11
aws,ap-south-1,India,m6a,x86(AMD),AMD EPYC 7R13,96,384,2.6664,3.28172,63.9936,78.7614,447.955,551.329,1946.47,2395.66
aws,ap-south-1,India,m6a,x86(AMD),AMD EPYC 7R13,128,512,3.5552,4.37563,85.3248,105.0151,597.274,735.106,2595.3,3194.22
aws,ap-south-1,India,m6a,x86(AMD),AMD EPYC 7R13,192,768,5.3328,6.56345,127.9872,157.5227,895.91,1102.658,3892.94,4791.31
aws,ap-south-1,India,m6g,ARM,AWS Graviton2,1,4,0.0253,0.0253,0.6072,0.6072,4.25,4.25,18.47,18.47
aws,ap-south-1,India,m6g,ARM,AWS Graviton2,2,8,0.0506,0.0506,1.2144,1.2144,8.501,8.501,36.94,36.94
aws,ap-south-1,India,m6g,ARM,AWS Graviton2,4,16,0.1012,0.1012,2.4288,2.4288,17.002,17.002,73.88,73.88
aws,ap-south-1,India,m6g,ARM,AWS Graviton2,8,32,0.2024,0.2024,4.8576,4.8576,34.003,34.003,147.75,147.75
aws,ap-south-1,India,m6g,ARM,AWS Graviton2,16,64,0.4048,0.4048,9.7152,9.7152,68.006,68.006,295.5,295.5
aws,ap-south-1,India,m6g,ARM,AWS Graviton2,32,128,0.8096,0.8096,19.4304,19.4304,136.013,136.013,591.01,591.01
aws,ap-south-1,India,m6g,ARM,AWS Graviton2,48,192,1.2144,1.2144,29.1456,29.1456,204.019,204.019,886.51,886.51
aws,ap-south-1,India,m6g,ARM,AWS Graviton2,64,256,1.6192,1.6192,38.8608,38.8608,272.026,272.026,1182.02,1182.02
aws,ap-south-1,India,m6i,x86(Intel),Intel Xeon Platinum 8375C,2,8,0.101,0.14052,2.424,3.3725,16.968,23.608,73.73,102.58
aws,ap-south-1,India,m6i,x86(Intel),Intel Xeon Platinum 8375C,4,16,0.202,0.28104,4.848,6.745,33.936,47.215,147.46,205.16
aws,ap-south-1,India,m6i,x86(Intel),Intel Xeon Platinum 8375C,8,32,0.404,0.56209,9.696,13.4901,67.872,94.431,294.92,410.32
aws,ap-south-1,India,m6i,x86(Intel),Intel Xeon Platinum 8375C,16,64,0.808,1.12417,19.392,26.9802,135.744,188.861,589.84,820.65
aws,ap-south-1,India,m6i,x86(Intel),Intel Xeon Platinum 8375C,32,128,1.616,2.24835,38.784,53.9603,271.488,377.722,1179.68,1641.29
aws,ap-south-1,India,m6i,x86(Intel),Intel Xeon Platinum 8375C,48,192,2.424,3.37252,58.176,80.9405,407.232,566.584,1769.52,2461.94
aws,ap-south-1,India,m6i,x86(Intel),Intel Xeon Platinum 8375C,64,256,3.232,4.4967,77.568,107.9207,542.976,755.445,2359.36,3282.59
aws,ap-south-1,India,m6i,x86(Intel),Intel Xeon Platinum 8375C,96,384,4.848,6.74504,116.352,161.881,814.464,1133.167,3539.04,4923.88
aws,ap-south-1,India,m6i,x86(Intel),Intel Xeon Platinum 8375C,128,512,6.464,8.99339,155.136,215.8414,1085.952,1510.89,4718.72,6565.18
aws,ap-south-1,India,m7g,ARM,AWS Graviton3,1,4,0.0292,0.02336,0.7008,0.5606,4.906,3.925,21.32,17.06
aws,ap-south-1,India,m7g,ARM,AWS Graviton3,2,8,0.0583,0.04664,1.3992,1.1194,9.794,7.835,42.56,34.05
aws,ap-south-1,India,m7g,ARM,AWS Graviton3,4,16,0.1166,0.09328,2.7984,2.2387,19.589,15.671,85.12,68.1
aws,ap-south-1,India,m7g,ARM,AWS Graviton3,8,32,0.2333,0.18664,5.5992,4.4794,39.194,31.355,170.31,136.25
aws,ap-south-1,India,m7g,ARM,AWS Graviton3,16,64,0.4666,0.37328,11.1984,8.9587,78.389,62.711,340.62,272.5
aws,ap-south-1,India,m7g,ARM,AWS Graviton3,32,128,0.9331,0.74648,22.3944,17.9155,156.761,125.409,681.16,544.93
aws,ap-south-1,India,m7g,ARM,AWS Graviton3,48,192,1.3997,1.11976,33.5928,26.8742,235.15,188.12,1021.78,817.42
aws,ap-south-1,India,m7g,ARM,AWS Graviton3,64,256,1.8662,1.49296,44.7888,35.831,313.522,250.818,1362.33,1089.86
aws,ap-south-1,India,m7i,x86(Intel),Intel Xeon Platinum 8488C,2,8,0.10605,0.1212,2.5452,2.9088,17.816,20.361,77.42,88.48
aws,ap-south-1,India,m7i,x86(Intel),Intel Xeon Platinum 8488C,4,16,0.2121,0.2424,5.0904,5.8176,35.633,40.723,154.83,176.95
aws,ap-south-1,India,m7i,x86(Intel),Intel Xeon Platinum 8488C,8,32,0.4242,0.4848,10.1808,11.6352,71.266,81.447,309.67,353.91
aws,ap-south-1,India,m7i,x86(Intel),Intel Xeon Platinum 8488C,16,64,0.8484,0.9696,20.3616,23.2704,142.531,162.893,619.33,707.81
aws,ap-south-1,India,m7i,x86(Intel),Intel Xeon Platinum 8488C,32,128,1.6968,1.9392,40.7232,46.5408,285.062,325.785,1238.66,1415.61
aws,ap-south-1,India,m7i,x86(Intel),Intel Xeon Platinum 8488C,48,192,2.5452,2.9088,61.0848,69.8112,427.594,488.679,1858.0,2123.43
aws,ap-south-1,India,m7i,x86(Intel),Intel Xeon Platinum 8488C,64,256,3.3936,3.8784,81.4464,93.0816,570.125,651.571,2477.33,2831.23
aws,ap-south-1,India,m7i,x86(Intel),Intel Xeon Platinum 8488C,96,384,5.0904,5.8176,122.1696,139.6224,855.187,977.357,3715.99,4246.85
aws,ap-south-1,India,m7i,x86(Intel),Intel Xeon Platinum 8488C,192,768,10.1808,11.6352,244.3392,279.2448,1710.374,1954.713,7431.98,8493.69
aws,ap-south-1,India,m8a,x86(AMD),AMD EPYC 9R45,1,4,0.06403,0.02978,1.5367,0.7147,10.757,5.003,46.74,21.74
aws,ap-south-1,India,m8a,x86(AMD),AMD EPYC 9R45,2,8,0.12806,0.05956,3.0734,1.4295,21.514,10.007,93.48,43.48
aws,ap-south-1,India,m8a,x86(AMD),AMD EPYC 9R45,4,16,0.25612,0.11913,6.1469,2.859,43.028,20.013,186.97,86.96
aws,ap-south-1,India,m8a,x86(AMD),AMD EPYC 9R45,8,32,0.51224,0.23825,12.2938,5.718,86.056,40.026,373.94,173.93
aws,ap-south-1,India,m8a,x86(AMD),AMD EPYC 9R45,16,64,1.02448,0.4765,24.5875,11.436,172.113,80.053,747.87,347.85
aws,ap-south-1,India,m8a,x86(AMD),AMD EPYC 9R45,32,128,2.04896,0.953,49.175,22.8721,344.225,160.105,1495.74,695.69
aws,ap-south-1,India,m8a,x86(AMD),AMD EPYC 9R45,48,192,3.07344,1.42951,73.7626,34.3082,516.338,240.157,2243.61,1043.54
aws,ap-south-1,India,m8a,x86(AMD),AMD EPYC 9R45,64,256,4.09792,1.90601,98.3501,45.7442,688.451,320.21,2991.48,1391.39
aws,ap-south-1,India,m8a,x86(AMD),AMD EPYC 9R45,96,384,6.14688,2.85901,147.5251,68.6163,1032.676,480.314,4487.22,2087.08
aws,ap-south-1,India,m8a,x86(AMD),AMD EPYC 9R45,192,768,12.29376,5.71803,295.0502,137.2327,2065.352,960.629,8974.44,4174.16
aws,ap-south-1,India,m8g,ARM,AWS Graviton4,1,4,0.03208,0.0207,0.7699,0.4967,5.389,3.477,23.42,15.11
aws,ap-south-1,India,m8g,ARM,AWS Graviton4,2,8,0.06416,0.04139,1.5398,0.9934,10.779,6.954,46.84,30.22
aws,ap-south-1,India,m8g,ARM,AWS Graviton4,4,16,0.12832,0.08279,3.0797,1.9869,21.558,13.908,93.67,60.43
aws,ap-south-1,India,m8g,ARM,AWS Graviton4,8,32,0.25664,0.16557,6.1594,3.9738,43.116,27.817,187.35,120.87
aws,ap-south-1,India,m8g,ARM,AWS Graviton4,16,64,0.51328,0.33115,12.3187,7.9475,86.231,55.633,374.69,241.74
aws,ap-south-1,India,m8g,ARM,AWS Graviton4,32,128,1.02656,0.6623,24.6374,15.8951,172.462,111.266,749.39,483.48
aws,ap-south-1,India,m8g,ARM,AWS Graviton4,48,192,1.53984,0.99345,36.9562,23.8427,258.693,166.899,1124.08,725.21
aws,ap-south-1,India,m8g,ARM,AWS Graviton4,64,256,2.05312,1.32459,49.2749,31.7903,344.924,222.532,1498.78,966.95
aws,ap-south-1,India,m8g,ARM,AWS Graviton4,96,384,3.07968,1.98689,73.9123,47.6854,517.386,333.797,2248.17,1450.43
aws,ap-south-1,India,m8g,ARM,AWS Graviton4,192,768,6.15936,3.97378,147.8246,95.3707,1034.772,667.595,4496.33,2900.86
aws,ap-south-1,India,m8i,x86(Intel),Intel Xeon 6 6975P-C,2,8,0.11135,0.09898,2.6724,2.3755,18.707,16.628,81.29,72.26
aws,ap-south-1,India,m8i,x86(Intel),Intel Xeon 6 6975P-C,4,16,0.2227,0.19796,5.3448,4.7509,37.414,33.257,162.57,144.51
aws,ap-south-1,India,m8i,x86(Intel),Intel Xeon 6 6975P-C,8,32,0.4454,0.39591,10.6896,9.5019,74.827,66.513,325.14,289.01
aws,ap-south-1,India,m8i,x86(Intel),Intel Xeon 6 6975P-C,16,64,0.8908,0.79182,21.3792,19.0037,149.654,133.026,650.28,578.03
aws,ap-south-1,India,m8i,x86(Intel),Intel Xeon 6 6975P-C,32,128,1.7816,1.58364,42.7584,38.0075,299.309,266.052,1300.57,1156.06
aws,ap-south-1,India,m8i,x86(Intel),Intel Xeon 6 6975P-C,48,192,2.6724,2.37547,64.1376,57.0112,448.963,399.078,1950.85,1734.09
aws,ap-south-1,India,m8i,x86(Intel),Intel Xeon 6 6975P-C,64,256,3.5632,3.16729,85.5168,76.0149,598.618,532.105,2601.14,2312.12
aws,ap-south-1,India,m8i,x86(Intel),Intel Xeon 6 6975P-C,96,384,5.3448,4.75093,128.2752,114.0224,897.926,798.156,3901.7,3468.18
aws,ap-south-1,India,m8i,x86(Intel),Intel Xeon 6 6975P-C,128,512,7.1264,6.33458,171.0336,152.0299,1197.235,1064.209,5202.27,4624.24
aws,ap-south-1,India,m8i,x86(Intel),Intel Xeon 6 6975P-C,192,768,10.6896,9.50187,256.5504,228.0448,1795.853,1596.314,7803.41,6936.36
aws,ap-south-1,India,m8i,x86(Intel),Intel Xeon 6 6975P-C,384,1536,21.3792,19.00373,513.1008,456.0896,3591.706,3192.628,15606.82,13872.73
aws,ap-south-1,India,r6a,x86(AMD),AMD EPYC 7R13,2,16,0.0715,0.088,1.716,2.112,12.012,14.784,52.19,64.23
aws,ap-south-1,India,r6a,x86(AMD),AMD EPYC 7R13,4,32,0.143,0.176,3.432,4.224,24.024,29.568,104.39,128.48
aws,ap-south-1,India,r6a,x86(AMD),AMD EPYC 7R13,8,64,0.286,0.352,6.864,8.448,48.048,59.136,208.78,256.96
